non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,hour,day_type,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month
2.7347834,22.2,20.6,21.7,71.0,73.0,76.0,444.0,0.0,436.0,174.0,0.0,95.0,0.22,0.22,0.22,10,1,0.22,21.7,366.8,0.21287169,73.0,778.0,734.0,8
2.6559972666666667,21.1,19.4,21.7,76.0,81.0,73.0,392.0,0.0,604.0,396.0,0.0,209.0,0.22,0.22,0.22,11,1,0.22,22.2,491.59583,0.22570992,71.0,903.0,811.0,8
2.5772111333333334,20.6,20.0,22.2,78.0,81.0,71.0,231.0,0.0,589.0,320.0,0.0,144.0,0.22,0.22,0.22,12,1,0.22,22.8,578.87085,0.23460789,68.0,829.6666666666666,815.0,8
2.498425,20.6,19.4,21.0,73.0,87.0,78.0,27.0,0.0,554.0,143.0,0.0,133.0,0.22,0.22,0.22,13,1,0.22,22.8,624.8458,0.2428607,71.0,756.3333333333334,747.0,8
2.4196388666666664,20.0,19.4,21.0,76.0,87.0,78.0,0.0,0.0,907.0,0.0,0.0,685.0,0.22,0.22,0.22,14,1,0.22,22.2,631.1875,0.24223925,73.0,683.0,291.0,8
2.340852733333333,20.6,19.4,22.8,70.0,90.0,68.0,0.0,0.0,789.0,0.0,0.0,777.0,0.22,0.22,0.22,15,1,0.22,22.8,600.2708,0.2426803,71.0,522.0,153.0,8
2.2620666,20.6,18.9,22.8,73.0,90.0,67.0,0.0,0.0,631.0,0.0,0.0,703.0,0.22,0.22,0.22,16,1,0.22,22.2,514.5125,0.24524967,71.0,444.0,174.0,8
0.9674501,19.4,18.3,22.2,81.0,93.0,68.0,0.0,0.0,443.0,0.0,0.0,585.0,0.22,0.22,0.22,17,1,0.22,21.1,384.975,0.24614695,76.0,392.0,396.0,8
0.16195008,20.0,18.9,23.3,81.0,90.0,79.0,0.0,15.0,245.0,0.0,14.0,337.0,0.22,0.22,0.22,18,1,0.22,20.6,210.17084,0.24275939,78.0,231.0,320.0,8
0.0059500607,19.4,20.0,22.8,87.0,87.0,68.0,0.0,116.0,27.0,0.0,42.0,147.0,0.22,0.22,0.22,19,1,0.22,20.6,18.841667,0.24150947,73.0,27.0,143.0,8
0.35833338,19.4,20.0,22.8,87.0,87.0,61.0,0.0,252.0,0.0,0.0,74.0,0.0,0.22,0.22,0.22,20,1,0.22,20.0,0.0,0.24358909,76.0,0.0,0.0,8
1.5845,19.4,20.0,20.0,90.0,84.0,84.0,0.0,292.0,0.0,0.0,35.0,0.0,0.22,0.22,0.22,21,1,0.22,20.6,0.0,0.2407392,70.0,0.0,0.0,8
2.5612333,18.9,21.7,20.6,90.0,76.0,78.0,0.0,436.0,0.0,0.0,95.0,0.0,0.22,0.22,0.22,22,1,0.22,20.6,0.0,0.22927038,73.0,0.0,0.0,8
1.4342,18.3,21.7,20.6,93.0,73.0,78.0,0.0,604.0,0.0,0.0,209.0,0.0,0.22,0.22,0.22,23,1,0.22,19.4,0.0,0.21529473,81.0,0.0,0.0,8
2.1675583,18.9,22.2,19.4,90.0,71.0,79.0,15.0,589.0,0.0,14.0,144.0,0.0,0.22,0.22,0.22,24,1,0.22,20.0,0.0,0.19157887,81.0,0.0,0.0,8
2.9009166,20.0,21.0,20.0,87.0,78.0,78.0,116.0,554.0,0.0,42.0,133.0,0.0,0.22,0.22,0.22,1,2,0.22,19.4,0.0,0.17271361,87.0,0.0,0.0,8
2.2597833,20.0,21.0,19.4,87.0,78.0,84.0,252.0,907.0,0.0,74.0,685.0,0.0,0.22,0.22,0.22,2,2,0.22,19.4,0.0,0.1668173,87.0,0.0,0.0,8
1.4480667,20.0,22.8,19.4,84.0,68.0,84.0,292.0,789.0,0.0,35.0,777.0,0.0,0.22,0.22,0.22,3,2,0.22,19.4,0.0,0.16352855,90.0,0.0,0.0,8
1.1343666,21.7,22.8,19.4,76.0,67.0,84.0,436.0,631.0,0.0,95.0,703.0,0.0,0.22,0.22,0.22,4,2,0.22,18.9,0.0,0.16253123,90.0,0.0,0.0,8
0.35226667,21.7,22.2,18.9,73.0,68.0,87.0,604.0,443.0,0.0,209.0,585.0,0.0,0.22,0.22,0.22,5,2,0.22,18.3,0.0,0.16735874,93.0,0.0,0.0,8
0.34945,22.2,23.3,19.4,71.0,79.0,84.0,589.0,245.0,27.0,144.0,337.0,144.0,0.22,0.22,0.22,6,2,0.22,18.9,5.7625,0.1707615,90.0,15.0,14.0,8
1.7421,21.0,22.8,21.1,78.0,68.0,76.0,554.0,27.0,192.0,133.0,147.0,395.0,0.22,0.22,0.22,7,2,0.22,20.0,29.445833,0.18388951,87.0,116.0,42.0,8
0.60545,21.0,22.8,22.8,78.0,61.0,66.0,907.0,0.0,404.0,685.0,0.0,609.0,0.22,0.22,0.22,8,2,0.22,20.0,94.69583,0.19780493,87.0,252.0,74.0,8
2.4703333,22.8,20.0,24.4,68.0,84.0,64.0,789.0,0.0,611.0,777.0,0.0,730.0,0.22,0.22,0.22,9,2,0.22,20.0,221.7,0.21082877,84.0,292.0,35.0,8
1.9930333,22.8,20.6,23.9,67.0,78.0,66.0,631.0,0.0,778.0,703.0,0.0,793.0,0.22,0.22,0.22,10,2,0.22,21.7,358.94583,0.22337624,76.0,436.0,95.0,8
1.93464165,22.2,20.6,25.0,68.0,78.0,62.0,443.0,0.0,897.0,585.0,0.0,811.0,0.22,0.22,0.22,11,2,0.22,21.7,480.34583,0.23930867,73.0,604.0,209.0,8
1.87625,23.3,19.4,25.0,79.0,79.0,58.0,245.0,0.0,898.3333333333334,337.0,0.0,815.0,0.22,0.22,0.22,12,2,0.22,22.2,569.8333,0.24476917,71.0,589.0,144.0,8
1.30285,22.8,20.0,25.0,68.0,78.0,58.0,27.0,0.0,899.6666666666666,147.0,0.0,819.0,0.22,0.22,0.22,13,2,0.22,21.0,613.0333,0.24356763,78.0,554.0,133.0,8
1.2250501,22.8,19.4,24.4,61.0,84.0,58.0,0.0,0.0,901.0,0.0,0.0,812.0,0.22,0.22,0.22,14,2,0.22,21.0,619.8375,0.24330084,78.0,907.0,685.0,8
1.86098345,20.0,19.4,25.0,84.0,84.0,56.0,0.0,0.0,790.0,0.0,0.0,771.0,0.22,0.22,0.22,15,2,0.22,22.8,584.30835,0.24916068,68.0,789.0,777.0,8
2.4969168,20.6,19.4,23.9,78.0,84.0,64.0,0.0,0.0,632.0,0.0,0.0,604.0,0.22,0.22,0.22,16,2,0.22,22.8,508.32916,0.24821089000000002,67.0,631.0,703.0,8
0.869,20.6,18.9,23.3,78.0,87.0,64.0,0.0,0.0,362.0,0.0,0.0,293.0,0.22,0.22,0.22,17,2,0.22,22.2,386.25833,0.2472611,68.0,443.0,585.0,8
0.30870003,19.4,19.4,22.8,79.0,84.0,64.0,0.0,27.0,124.0,0.0,144.0,31.0,0.22,0.22,0.22,18,2,0.22,23.3,215.46666,0.23651384,79.0,245.0,337.0,8
1.3966833,20.0,21.1,22.2,78.0,76.0,68.0,0.0,192.0,13.0,0.0,395.0,13.0,0.22,0.22,0.22,19,2,0.22,22.8,20.479166,0.2257806,68.0,27.0,147.0,8
9.918213e-08,19.4,22.8,21.1,84.0,66.0,78.0,0.0,404.0,0.0,0.0,609.0,0.0,0.22,0.22,0.22,20,2,0.22,22.8,0.0,0.22176008,61.0,0.0,0.0,8
9.7529096e-08,19.4,24.4,20.6,84.0,64.0,78.0,0.0,611.0,0.0,0.0,730.0,0.0,0.22,0.22,0.22,21,2,0.22,20.0,0.0,0.21804756,84.0,0.0,0.0,8
9.918213e-08,19.4,23.9,20.6,84.0,66.0,73.0,0.0,778.0,0.0,0.0,793.0,0.0,0.22,0.22,0.22,22,2,0.22,20.6,0.0,0.20633468,78.0,0.0,0.0,8
9.918213e-08,18.9,25.0,20.0,87.0,62.0,76.0,0.0,897.0,0.0,0.0,811.0,0.0,0.22,0.22,0.22,23,2,0.22,20.6,0.0,0.19263186,78.0,0.0,0.0,8
9.918213e-08,19.4,25.0,18.9,84.0,58.0,84.0,27.0,898.3333333333334,0.0,144.0,815.0,0.0,0.22,0.22,0.22,24,2,0.22,19.4,0.0,0.17944553,79.0,0.0,0.0,8
9.918213e-08,21.1,25.0,19.4,76.0,58.0,81.0,192.0,899.6666666666666,0.0,395.0,819.0,0.0,0.22,0.22,0.22,1,3,0.22,20.0,0.0,0.16495918,78.0,0.0,0.0,8
9.918213e-08,22.8,24.4,20.0,66.0,58.0,81.0,404.0,901.0,0.0,609.0,812.0,0.0,0.22,0.22,0.22,2,3,0.22,19.4,0.0,0.15730144,84.0,0.0,0.0,8
9.918213e-08,24.4,25.0,19.4,64.0,56.0,84.0,611.0,790.0,0.0,730.0,771.0,0.0,0.22,0.22,0.22,3,3,0.22,19.4,0.0,0.15902838,84.0,0.0,0.0,8
9.918213e-08,23.9,23.9,18.9,66.0,64.0,87.0,778.0,632.0,0.0,793.0,604.0,0.0,0.22,0.22,0.22,4,3,0.22,19.4,0.0,0.15689933,84.0,0.0,0.0,8
9.918213e-08,25.0,23.3,18.9,62.0,64.0,87.0,897.0,362.0,0.0,811.0,293.0,0.0,0.22,0.22,0.22,5,3,0.22,18.9,0.0,0.15738352,87.0,0.0,0.0,8
9.969076e-08,25.0,22.8,18.9,58.0,64.0,87.0,898.3333333333334,124.0,13.0,815.0,31.0,7.0,0.22,0.22,0.22,6,3,0.22,19.4,6.5125,0.16790247,84.0,27.0,144.0,8
0.015183425,25.0,22.2,20.0,58.0,68.0,81.0,899.6666666666666,13.0,80.0,819.0,13.0,5.0,0.22,0.22,0.22,7,3,0.22,21.1,33.029167,0.17872274,76.0,192.0,395.0,8
0.31670004,24.4,21.1,21.1,58.0,78.0,76.0,901.0,0.0,418.0,812.0,0.0,512.0,0.22,0.22,0.22,8,3,0.22,22.8,95.0125,0.20311522,66.0,404.0,609.0,8
1.3032666,25.0,20.6,23.9,56.0,78.0,64.0,790.0,0.0,616.0,771.0,0.0,736.0,0.22,0.22,0.22,9,3,0.22,24.4,211.79584,0.21381462,64.0,611.0,730.0,8
2.5682666,23.9,20.6,25.6,64.0,73.0,60.0,632.0,0.0,778.0,604.0,0.0,793.0,0.22,0.22,0.22,10,3,0.22,23.9,340.425,0.21551497,66.0,778.0,793.0,8
1.1945833,23.3,20.0,23.3,64.0,76.0,71.0,362.0,0.0,897.0,293.0,0.0,739.0,0.22,0.22,0.22,11,3,0.22,25.0,497.02084,0.2312306,62.0,897.0,811.0,8
1.3531,22.8,18.9,22.2,64.0,84.0,71.0,124.0,0.0,720.0,31.0,0.0,276.0,0.22,0.22,0.22,12,3,0.22,25.0,582.4625,0.24023743,58.0,898.3333333333334,815.0,8
2.128,22.2,19.4,22.2,68.0,81.0,71.0,13.0,0.0,474.0,13.0,0.0,66.0,0.22,0.22,0.22,13,3,0.22,25.0,629.625,0.24554762,58.0,899.6666666666666,819.0,8
2.9029,21.1,20.0,22.2,78.0,81.0,73.0,0.0,0.0,441.0,0.0,0.0,30.0,0.22,0.22,0.22,14,3,0.22,24.4,638.3333,0.24369626,58.0,901.0,812.0,8
2.5867055666666667,20.6,19.4,21.7,78.0,84.0,76.0,0.0,0.0,328.0,0.0,0.0,18.0,0.22,0.22,0.22,15,3,0.22,25.0,603.0125,0.24565277,56.0,790.0,771.0,8
2.270511133333333,20.6,18.9,20.6,73.0,87.0,81.0,0.0,0.0,446.0,0.0,0.0,206.0,0.22,0.22,0.22,16,3,0.22,23.9,520.8875,0.24907608,64.0,632.0,604.0,8
1.9543167,20.0,18.9,20.0,76.0,87.0,81.0,0.0,0.0,437.0,0.0,0.0,482.0,0.22,0.22,0.22,17,3,0.22,23.3,394.57083,0.24751402,64.0,362.0,293.0,8
0.23120005,18.9,18.9,20.0,84.0,87.0,78.0,0.0,13.0,239.0,0.0,7.0,325.0,0.22,0.22,0.22,18,3,0.22,22.8,216.3875,0.24687682333333333,64.0,124.0,31.0,8
9.880066e-08,19.4,20.0,19.4,81.0,81.0,81.0,0.0,80.0,23.0,0.0,5.0,135.0,0.22,0.22,0.22,19,3,0.22,22.2,18.829166,0.24623962666666668,68.0,13.0,13.0,8
9.918213e-08,20.0,21.1,19.4,81.0,76.0,79.0,0.0,418.0,0.0,0.0,512.0,0.0,0.22,0.22,0.22,20,3,0.22,21.1,0.0,0.24560243,78.0,0.0,0.0,8
9.918213e-08,19.4,23.9,19.4,84.0,64.0,84.0,0.0,616.0,0.0,0.0,736.0,0.0,0.22,0.22,0.22,21,3,0.22,20.6,0.0,0.23783484,78.0,0.0,0.0,8
9.918213e-08,18.9,25.6,18.9,87.0,60.0,84.0,0.0,778.0,0.0,0.0,793.0,0.0,0.22,0.22,0.22,22,3,0.22,20.6,0.0,0.21481025,73.0,0.0,0.0,8
9.918213e-08,18.9,23.3,18.9,87.0,71.0,87.0,0.0,897.0,0.0,0.0,739.0,0.0,0.22,0.22,0.22,23,3,0.22,20.0,0.0,0.1966851,76.0,0.0,0.0,8
9.918213e-08,18.9,22.2,20.0,87.0,71.0,68.0,13.0,720.0,0.0,7.0,276.0,0.0,0.22,0.22,0.22,24,3,0.22,18.9,0.0,0.175584,84.0,0.0,0.0,8
9.918213e-08,20.0,22.2,18.9,81.0,71.0,84.0,80.0,474.0,0.0,5.0,66.0,0.0,0.22,0.22,0.22,1,4,0.22,19.4,0.0,0.17025222,81.0,0.0,0.0,8
9.918213e-08,21.1,22.2,20.0,76.0,73.0,78.0,418.0,441.0,0.0,512.0,30.0,0.0,0.22,0.22,0.22,2,4,0.22,20.0,0.0,0.15808403,81.0,0.0,0.0,8
9.918213e-08,23.9,21.7,19.4,64.0,76.0,81.0,616.0,328.0,0.0,736.0,18.0,0.0,0.22,0.22,0.22,3,4,0.22,19.4,0.0,0.15693438,84.0,0.0,0.0,8
9.921392e-08,25.6,20.6,19.4,60.0,81.0,81.0,778.0,446.0,0.0,793.0,206.0,0.0,0.22,0.22,0.22,4,4,0.22,18.9,0.0,0.1608465,87.0,0.0,0.0,8
0.16690005,23.3,20.0,19.4,71.0,81.0,81.0,897.0,437.0,0.0,739.0,482.0,0.0,0.22,0.22,0.22,5,4,0.22,18.9,0.0,0.16770287,87.0,0.0,0.0,8
0.37108332,22.2,20.0,19.4,71.0,78.0,79.0,720.0,239.0,18.0,276.0,325.0,52.0,0.22,0.22,0.22,6,4,0.22,18.9,3.8166666,0.16900943,87.0,13.0,7.0,8
0.41593334,22.2,19.4,20.0,71.0,81.0,76.0,474.0,23.0,111.0,66.0,135.0,47.0,0.22,0.22,0.22,7,4,0.22,20.0,33.879166,0.1827239,81.0,80.0,5.0,8
0.48873332,22.2,19.4,20.0,73.0,79.0,78.0,441.0,0.0,218.0,30.0,0.0,28.0,0.22,0.22,0.22,8,4,0.22,21.1,93.92083,0.2001486,76.0,418.0,512.0,8
1.0086334,21.7,19.4,20.6,76.0,84.0,73.0,328.0,0.0,355.0,18.0,0.0,88.0,0.22,0.22,0.22,9,4,0.22,23.9,221.9875,0.20599447,64.0,616.0,736.0,8
1.2675667,20.6,18.9,21.1,81.0,84.0,73.0,446.0,0.0,386.0,206.0,0.0,41.0,0.22,0.22,0.22,10,4,0.22,25.6,364.21667,0.2118524,60.0,778.0,793.0,8
0.44953334,20.0,18.9,21.7,81.0,87.0,73.0,437.0,0.0,615.0,482.0,0.0,262.0,0.22,0.22,0.22,11,4,0.22,23.3,482.71667,0.2260207,71.0,897.0,739.0,8
1.8291667,20.0,20.0,21.7,78.0,68.0,70.0,239.0,0.0,710.3333333333334,325.0,0.0,749.0,0.22,0.22,0.22,12,4,0.22,22.2,570.9792,0.22795987,71.0,720.0,276.0,8
2.4162333,19.4,18.9,21.7,81.0,84.0,73.0,23.0,0.0,805.6666666666666,135.0,0.0,819.0,0.22,0.22,0.22,13,4,0.22,22.2,622.7167,0.2254461,71.0,474.0,66.0,8
2.5852916500000003,19.4,20.0,21.1,79.0,78.0,76.0,0.0,0.0,901.0,0.0,0.0,812.0,0.22,0.22,0.22,14,4,0.22,22.2,635.5833,0.22483824,73.0,441.0,30.0,8
2.75435,19.4,19.4,20.6,84.0,81.0,75.0,0.0,0.0,784.0,0.0,0.0,771.0,0.22,0.22,0.22,15,4,0.22,21.7,604.79584,0.23203483,76.0,328.0,18.0,8
2.775,18.9,19.4,20.0,84.0,81.0,78.0,0.0,0.0,626.0,0.0,0.0,698.0,0.22,0.22,0.22,16,4,0.22,20.6,516.6875,0.2323185,81.0,446.0,206.0,8
2.59095,18.9,19.4,20.0,87.0,81.0,78.0,0.0,0.0,438.0,0.0,0.0,580.0,0.22,0.22,0.22,17,4,0.22,20.0,382.3375,0.234056,81.0,437.0,482.0,8
2.4160333,20.0,19.4,19.4,68.0,79.0,79.0,0.0,18.0,242.0,0.0,52.0,319.0,0.22,0.22,0.22,18,4,0.22,20.0,202.85417,0.23350044,78.0,239.0,325.0,8
2.2407832,18.9,20.0,19.4,84.0,76.0,79.0,0.0,111.0,22.0,0.0,47.0,129.0,0.22,0.22,0.22,19,4,0.22,19.4,16.154167,0.22279812,81.0,23.0,135.0,8
2.1395333,20.0,20.0,19.4,78.0,78.0,76.0,0.0,218.0,0.0,0.0,28.0,0.0,0.22,0.22,0.22,20,4,0.22,19.4,0.0,0.2189764,79.0,0.0,0.0,8
2.7544668,19.4,20.6,19.4,81.0,73.0,76.0,0.0,355.0,0.0,0.0,88.0,0.0,0.22,0.22,0.22,21,4,0.22,19.4,0.0,0.21173024,84.0,0.0,0.0,8
2.7236166,19.4,21.1,19.4,81.0,73.0,76.0,0.0,386.0,0.0,0.0,41.0,0.0,0.22,0.22,0.22,22,4,0.22,18.9,0.0,0.19274442,84.0,0.0,0.0,8
1.3486333,19.4,21.7,20.0,81.0,73.0,73.0,0.0,615.0,0.0,0.0,262.0,0.0,0.22,0.22,0.22,23,4,0.22,18.9,0.0,0.16745,87.0,0.0,0.0,8
1.3118583,19.4,21.7,18.9,79.0,70.0,78.0,18.0,710.3333333333334,0.0,52.0,749.0,0.0,0.22,0.22,0.22,24,4,0.22,20.0,0.0,0.15570733,68.0,0.0,0.0,8
0.32428333,20.0,21.7,20.0,76.0,73.0,68.0,111.0,805.6666666666666,0.0,47.0,819.0,0.0,0.22,0.22,0.22,1,5,0.22,18.9,0.0,0.15013929,84.0,0.0,0.0,8
1.0728166,20.0,21.1,19.4,78.0,76.0,73.0,218.0,901.0,0.0,28.0,812.0,0.0,0.22,0.22,0.22,2,5,0.22,20.0,0.0,0.14473735,78.0,0.0,0.0,8
0.32325,20.6,20.6,20.0,73.0,75.0,65.0,355.0,784.0,0.0,88.0,771.0,0.0,0.22,0.22,0.22,3,5,0.22,19.4,0.0,0.1524545,81.0,0.0,0.0,8
0.32686666,21.1,20.0,20.0,73.0,78.0,63.0,386.0,626.0,0.0,41.0,698.0,0.0,0.22,0.22,0.22,4,5,0.22,19.4,0.0,0.15228155,81.0,0.0,0.0,8
0.32085,21.7,20.0,20.0,73.0,78.0,63.0,615.0,438.0,0.0,262.0,580.0,0.0,0.22,0.22,0.22,5,5,0.22,19.4,0.0,0.16260153,81.0,0.0,0.0,8
0.3873,21.7,19.4,20.0,70.0,79.0,63.0,710.3333333333334,242.0,9.0,749.0,319.0,0.0,0.22,0.22,0.22,6,5,0.22,19.4,5.2708335,0.16399032,79.0,18.0,52.0,8
1.0531334,21.7,19.4,20.0,73.0,79.0,63.0,805.6666666666666,22.0,144.0,819.0,129.0,168.0,0.22,0.22,0.22,7,5,0.22,20.0,33.433334,0.17502496,76.0,111.0,47.0,8
1.6359167,21.1,19.4,21.1,76.0,76.0,59.0,901.0,0.0,152.0,812.0,0.0,11.0,0.22,0.22,0.22,8,5,0.22,20.0,101.02917,0.18512607,78.0,218.0,28.0,8
1.6890666,20.6,19.4,21.7,75.0,76.0,57.0,784.0,0.0,427.0,771.0,0.0,210.0,0.22,0.22,0.22,9,5,0.22,20.6,223.27083,0.19491634,73.0,355.0,88.0,8
1.9958333,20.0,19.4,21.1,78.0,76.0,68.0,626.0,0.0,618.0,698.0,0.0,343.0,0.22,0.22,0.22,10,5,0.22,21.1,364.19168,0.20418933,73.0,386.0,41.0,8
1.8122667,20.0,20.0,21.1,78.0,73.0,66.0,438.0,0.0,810.0,580.0,0.0,572.0,0.22,0.22,0.22,11,5,0.22,21.7,488.875,0.22145621,73.0,615.0,262.0,8
1.72756336,19.4,18.9,22.2,79.0,78.0,61.0,242.0,0.0,875.0,319.0,0.0,593.0,0.22,0.22,0.22,12,5,0.22,21.7,580.6625,0.21505424,70.0,710.3333333333334,749.0,8
1.64286002,19.4,20.0,22.8,79.0,68.0,61.0,22.0,0.0,677.0,129.0,0.0,259.0,0.22,0.22,0.22,13,5,0.22,21.7,632.3958,0.20845915,73.0,805.6666666666666,819.0,8
1.55815668,19.4,19.4,22.2,76.0,73.0,66.0,0.0,0.0,786.0,0.0,0.0,497.0,0.22,0.22,0.22,14,5,0.22,21.1,640.8958,0.20262869,76.0,901.0,812.0,8
1.4734533399999998,19.4,20.0,22.2,76.0,65.0,61.0,0.0,0.0,711.0,0.0,0.0,569.0,0.22,0.22,0.22,15,5,0.22,20.6,608.9,0.19823301,75.0,784.0,771.0,8
1.38875,19.4,20.0,21.7,76.0,63.0,61.0,0.0,0.0,526.0,0.0,0.0,436.0,0.22,0.22,0.22,16,5,0.22,20.0,528.4167,0.19353756,78.0,626.0,698.0,8
2.00315,20.0,20.0,20.6,73.0,63.0,68.0,0.0,0.0,356.0,0.0,0.0,333.0,0.22,0.22,0.22,17,5,0.22,20.0,404.23334,0.19759627,78.0,438.0,580.0,8
2.8486533,18.9,20.0,20.0,78.0,63.0,70.0,0.0,9.0,193.0,0.0,0.0,195.0,0.22,0.22,0.22,18,5,0.22,19.4,232.53,0.2107975,79.0,242.0,319.0,8
1.2497833,20.0,20.0,19.4,68.0,63.0,73.0,0.0,144.0,17.0,0.0,168.0,77.0,0.22,0.22,0.22,19,5,0.22,19.4,14.366667,0.21276861,79.0,22.0,129.0,8
0.51661664,19.4,21.1,19.4,73.0,59.0,76.0,0.0,152.0,0.0,0.0,11.0,0.0,0.22,0.22,0.22,20,5,0.22,19.4,0.0,0.21097414,76.0,0.0,0.0,8
0.5230833,20.0,21.7,18.9,65.0,57.0,78.0,0.0,427.0,0.0,0.0,210.0,0.0,0.22,0.22,0.22,21,5,0.22,19.4,0.0,0.18958405,76.0,0.0,0.0,8
0.7349499666666667,20.0,21.1,19.4,63.0,68.0,79.0,0.0,618.0,0.0,0.0,343.0,0.0,0.22,0.22,0.22,22,5,0.22,19.4,0.0,0.15812041,76.0,0.0,0.0,8
0.9468166333333334,20.0,21.1,19.4,63.0,66.0,79.0,0.0,810.0,0.0,0.0,572.0,0.0,0.22,0.22,0.22,23,5,0.22,20.0,0.0,0.15155447,73.0,0.0,0.0,8
1.1586833,20.0,22.2,18.3,63.0,61.0,84.0,9.0,875.0,0.0,0.0,593.0,0.0,0.22,0.22,0.22,24,5,0.22,18.9,0.0,0.13622218,78.0,0.0,0.0,8
1.0481334,20.0,22.8,18.3,63.0,61.0,84.0,144.0,677.0,0.0,168.0,259.0,0.0,0.22,0.22,0.22,1,6,0.22,20.0,0.0,0.12023289,68.0,0.0,0.0,8
0.91405,21.1,22.2,17.2,59.0,66.0,87.0,152.0,786.0,0.0,11.0,497.0,0.0,0.22,0.22,0.22,2,6,0.22,19.4,0.0,0.11686636,73.0,0.0,0.0,8
1.0607667,21.7,22.2,17.2,57.0,61.0,84.0,427.0,711.0,0.0,210.0,569.0,0.0,0.22,0.22,0.22,3,6,0.22,20.0,0.0,0.12123874,65.0,0.0,0.0,8
0.6264333,21.1,21.7,17.2,68.0,61.0,84.0,618.0,526.0,0.0,343.0,436.0,0.0,0.22,0.22,0.22,4,6,0.22,20.0,0.0,0.1168065,63.0,0.0,0.0,8
0.51935,21.1,20.6,17.2,66.0,68.0,84.0,810.0,356.0,0.0,572.0,333.0,0.0,0.22,0.22,0.22,5,6,0.22,20.0,0.0,0.11777603,63.0,0.0,0.0,8
2.05595,22.2,20.0,17.8,61.0,70.0,80.0,875.0,193.0,21.0,593.0,195.0,126.0,0.22,0.22,0.22,6,6,0.22,20.0,4.8083334,0.122667514,63.0,9.0,0.0,8
0.38273335,22.8,19.4,18.9,61.0,73.0,75.0,677.0,17.0,178.0,259.0,77.0,387.0,0.22,0.22,0.22,7,6,0.22,20.0,32.595833,0.11922021,63.0,144.0,168.0,8
